Amplitude,Latency,AUC,Thickness,nTurns,nPhases,Duration,T1T,T1A,T2T,T2A,timeDiff,ampRatio
276.547081036095,32.9755366949576,1643.17575252735,5.94175771579697,5,4,25.6947911466134,41.9953403228491,149.236675599121,46.8880013313363,-127.310405436973,4.89266100848727,1.17222685048319
0,0,0,0,0,0,0,0,0,0,0,0,0
833.588598620417,32.0436012647695,5312.53516342555,6.37309000173198,3,3,41.9038109502413,37.3023797636878,333.192029933263,53.6112497919787,-500.396568687154,16.3088700282909,0.665855944630933
0,0,0,0,0,0,0,0,0,0,0,0,0
130.295512665858,34.8394075553337,841.672621230731,6.45972070726025,3,3,29.5556665002496,41.9953403228491,75.934131074045,53.2451323015477,-54.3613815918126,11.2497919786986,1.39683961022583
0,0,0,0,0,0,0,0,0,0,0,0,0
580.454356929246,31.6774837743385,3944.32477520329,6.79523674534858,4,3,41.5376934598103,41.229821933766,206.666917677842,53.1119986686637,-373.787439251405,11.8821767348977,0.552899578679636
0,0,0,0,0,0,0,0,0,0,0,0,0
462.021154061036,33.0753869196206,2964.90595421395,6.41725152225881,4,4,35.646530204693,37.1026793143618,178.569536697872,53.3449825262107,-283.451617363164,16.2423032118489,0.629982422958218
0,0,0,0,0,0,0,0,0,0,0,0,0
299.717599453406,32.1434514894325,1851.23288375929,6.17659052099502,2,2,34.4816109169579,41.196538525545,146.765772937345,52.7791645864536,-152.951826516061,11.5826260609086,0.959555542946938
0,0,0,0,0,0,0,0,0,0,0,0,0
335.381567165225,33.3416541853886,2226.12560076125,6.63759078823958,3,2,40.1397903145282,41.8289232817441,181.807916249204,54.1770677317357,-153.573650916021,12.3481444499917,1.18384836959188
0,0,0,0,0,0,0,0,0,0,0,0,0
253.029457116191,33.5413546347146,1352.07585497847,5.3435511832822,3,2,24.3967382259943,41.329672158429,126.46755495807,52.7125977700117,-126.561902158121,11.3829256115826,0.999254537120234
0,0,0,0,0,0,0,0,0,0,0,0,0
490.544986914654,31.7107671825595,2814.62244435472,5.73774581217851,3,3,41.2048593776003,41.429522383092,238.906067108167,53.6778166084207,-251.638919806487,12.2482942253287,0.949400304578832
0,0,0,0,0,0,0,0,0,0,0,0,0
454.400780263516,31.3113662839075,3033.61933822399,6.67608743203462,3,2,43.1352970544184,40.431020136462,195.439287708871,53.0121484440007,-258.961492554645,12.5811283075387,0.754704051868368
0,0,0,0,0,0,0,0,0,0,0,0,0
692.043197621441,31.2115160592445,4938.76982427448,7.1365051217165,3,3,41.4378432351473,40.431020136462,234.598656780644,52.7791645864536,-457.444540840797,12.3481444499917,0.512846117584974
0,0,0,0,0,0,0,0,0,0,0,0,0
442.560439733992,31.8106174072225,3095.25634630839,6.99397431042152,3,2,41.2048593776003,37.5686470294558,159.240148936472,53.3449825262107,-283.320290797521,15.7763354967549,0.562049927621581
0,0,0,0,0,0,0,0,0,0,0,0,0
176.456124810135,35.4385089033117,1105.74927883718,6.26642617266447,3,2,32.0519221168248,41.529372607755,97.7010727712028,53.9773672824097,-78.7550520389325,12.4479946746547,1.24056895706074
0,0,0,0,0,0,0,0,0,0,0,0,0
426.419428145848,34.1404559826926,2452.87754735971,5.75226498948532,4,4,39.0414378432351,41.729073057081,166.739637540294,53.2118488933267,-259.679790605554,11.4827758362456,0.642097088693233
0,0,0,0,0,0,0,0,0,0,0,0,0
435.289731049264,35.0391080046597,2736.96526495312,6.28768626899531,3,3,27.5253785987685,41.229821933766,210.832184832874,54.5764686303878,-224.45754621639,13.3466466966217,0.939296487851735
0,0,0,0,0,0,0,0,0,0,0,0,0
393.652806059438,31.4777833250125,2153.64887919252,5.47093491026033,3,3,39.8402396405392,41.795639873523,185.807634893153,53.7443834248627,-207.845171166285,11.9487435513397,0.893971381921104
0,0,0,0,0,0,0,0,0,0,0,0,0
87.9231071050907,32.1101680812115,569.498264725985,6.47723088363208,3,2,41.8039607255783,40.464303544683,50.0949595830315,52.8457314028957,-37.8281475220592,12.3814278582127,1.32427736657786
0,0,0,0,0,0,0,0,0,0,0,0,0
327.372941031953,32.4430021634215,1914.91063561655,5.84932471688199,4,3,26.6267265768015,49.4841071725745,96.6798612681972,53.3449825262107,-230.693079763756,3.86087535363622,0.419084358174954
0,0,0,0,0,0,0,0,0,0,0,0,0
163.52616601529,33.0753869196206,965.530652033267,5.90444132312738,3,3,28.2576135796306,41.595939424197,91.3370775623995,53.9108004659677,-72.1890884528907,12.3148610417707,1.26524769213569
0,0,0,0,0,0,0,0,0,0,0,0,0
315.244292647068,32.6094192045265,1658.39086586855,5.26065310157795,5,4,26.2938924945914,41.462805791313,156.336942575761,46.9545681477783,-158.907350071308,5.4917623564653,0.983824489588469
0,0,0,0,0,0,0,0,0,0,0,0,0
